uuid,Цена за квадрат
bf859bf5-e620-497d-9c3f-b93653d2811f,216667
1e086bee-516c-46bd-b604-ff0a710f8f07,211685
7fdc5039-bf35-4570-842f-ce14fa717a41,205656
d025a507-b1fb-4967-b180-75c3245b27f9,232213
1faa9a18-64f4-4bf8-a680-a29759232e0b,225455
a1dd0f00-b748-4d50-831b-9af94ff98bcf,228753
0553cac6-d9dd-4917-a3b1-28429ae071a6,230000
724b7f6e-d0ae-4a46-9f4d-bafe3ac65559,207143
ed2c935e-0300-4026-bb6c-044a4c71548d,209977
8566f380-1929-47f0-9e24-cd1bfb1fab63,206429
84153178-dbf5-4df0-b35a-047850b530e3,234180
10b6b5a0-bf20-4632-91e0-8a7a130e14f7,225137
35a5175b-330d-4a85-8e2c-ef0260ccefd9,213579
07c6388d-a25f-4280-b4c8-493184a96e64,221239
5ed7cb35-ebb1-49c2-9ea9-59b2736b73aa,208135
cf1b50f5-3736-45a7-9966-b8dcfd191c58,230528
771ea07a-d33c-407f-9974-1d01d1378ec3,217174
76dc8abd-a707-4741-a62e-e2c82d7f405e,217391
fd6d2cf5-4eac-488b-96fa-ad1a0ace9be1,232240
fbcbf018-6863-4cf8-b521-e6743d9e3b28,220000
a2aeff82-8597-4fd1-9adc-5b61e7ef731a,227723
356f855a-ff67-4b07-bb6b-f3d66ad3d464,230189
3758eab9-d25b-4e9b-b7ca-2c6a43d1270f,206767
2ef9afd5-39ca-4fa9-91b7-5198c2009078,231639
d908177b-b803-4d6c-a8cf-38ede45b3ef1,206250
e299b4d7-97e8-4c7b-8a59-9b8a92832874,228070
c377622e-3e92-49e4-8764-1d003c0ed3b5,224194
9b104c57-7c1d-4a98-a026-aadb8701e0a8,211000
f3a88f21-3c90-4bf9-8d73-f7f2e9ff7d19,225329
aeaa7d5c-f0fb-408d-9390-8fe8f27c2254,206000
d347c27b-2ecd-47b2-8845-c278a492e06a,228395
48c93e95-0e1d-4c9f-8138-c6d4d91a0516,224742
fe3493af-8ddb-491b-a016-f5080d87c820,211875
8ee2c5ca-eb88-4b6e-8fc6-921ff759c32a,204545
4e88acfe-5e1d-4ee3-bcb9-f2493687a0b0,227242
b306cbed-2c33-47fa-966b-3b8fa775182c,208250
2fbf9fb7-5d42-4a38-a686-308de66cccef,226337
9ac8441d-1af7-4f83-9535-3f412e54ded6,222714
fd27c954-a59e-4116-b508-07cb8bafe8b2,223361
95fd552a-c99a-40d4-be92-5a79d8759c5c,227043
cf7fcce4-127f-4136-b7b1-8251f57650a3,226994
f42dbf65-0e8d-41c6-a284-a8a5836364f3,214724
8b2a33a3-0c62-488c-97bc-78fbb391fb62,207317
1b5c7039-ae0e-46c4-a1b1-42d34921bb91,232804
277d6041-25b5-4ca3-a6aa-d30739349586,227812
e61ee4ff-374e-4a61-8af9-7a6ea186f108,205882
c7fe7653-124e-4cc0-b5a6-ba1f941f3b44,230193
01f49bcf-27ab-4be7-ab0b-57a6f57384cf,204340
57ffd12c-1275-4222-b728-6dd48bcf19bb,208215
6ad98b16-d19a-4e5d-b277-8ccaeedab2ed,225743
9e878e2a-9758-4419-a9c1-2dc2f267ff85,208459
7a648c19-87be-4390-b9aa-d23c96a9024e,214049
2fa24e2e-cab4-42c1-8c13-495c6d83c176,209020
60583255-0931-424e-b676-59b340a80571,220430
b81c5346-88d2-43ed-a68a-b050ed698099,229630
a0c0e8da-d278-4f3b-a9b3-745d979d31c3,205645
f1628f5b-2be3-4f7a-a7a9-37d3ea7ff205,209091
24549de8-341e-4ad0-993b-a82457ca7c0a,222956
5394b91e-bb08-4a34-8f64-d45eeafa2c14,225000
2f673e88-3a59-4ecb-8ee9-237402878b6c,208333
1386b060-6111-4348-9742-f7dc9f49cec9,212121
fbb60bc5-5e69-4046-987f-c16c53876d4f,216702
1fca6a2d-10c5-4f89-a966-808683db09a3,224949
a27bb477-f13d-43a4-b88d-620150b703dd,230159
7a8ef35d-4803-4bef-8834-21d42fea8771,212214
794b40d1-6b2b-4d02-b392-28398afedb45,226316
4485000e-9088-4315-b4bc-7d4bd5472f6e,209970
cf741d6a-b45b-448a-895a-5746e647a82c,231707
18b624b8-03ab-4866-be6a-f473a81b9ffc,213067
3e3b5c85-63f0-4589-aa72-5759d539fe1f,215969
b8621e1d-6fbe-423d-8721-e99a70e7fa6a,216047
f8b27d11-0517-4ade-b807-332a4f7fe600,230769
e302bd7c-8095-48db-b616-96bcd3628a46,220000
d2022b6a-8a5a-49bc-92f2-5c83ee253dfa,210438
274dbc33-9e96-4b5b-ae65-b144578f7641,219551
ef09f10c-9039-4402-83ce-d8991218306c,206954
b4457bb5-5072-4caa-b5d3-8860bb6f40cf,205495
eefb057f-4373-4fe3-9e1c-609acc96403d,225806
249da134-0001-489f-acb2-4ddb52273e2d,232234
5f3b8ee8-c740-491e-bea4-baa83aaee8ef,214785
ce54cf12-d775-4063-8110-c4816875a1fe,205556
1586db9d-192f-4e62-ad24-25b0a9bf1622,230528
48d002a6-502e-4827-9e31-e71590f1bebc,219298
0f2c7cc7-21e4-4ce2-93a4-eda31afe1a4d,206452
d77779ed-c420-4a58-9424-a638040e1b76,211521
53407758-5eb4-4326-bf86-8a1424d0ed88,224000
519dc7c0-b75e-4898-b6cc-6b7b972d4c12,233196
d72d1049-f2f1-4295-a7b8-633d06ea3848,227083
1a41db91-1001-4ce2-a0e6-148d40a35a18,214286
8deb37e7-da8b-4537-9ca1-69a39052ac30,205993
4decb131-f384-4d04-b409-9f852d69dc20,221255
61e3dbf5-e67b-4589-ab74-0bb3d176e05e,215625
9cc9081f-2b8d-4ead-a1c9-85e04ec58407,207595
ee1dd9f7-9a79-4330-b356-b27e75143eb7,205202
2e2f4782-1547-4d35-82a7-1d996621e317,218121
e08a512f-2dc9-42e7-a5bd-313dd9cd2329,214286
53308bd1-d729-4217-8e80-e6ad33656a20,217333
dfc2d161-c2c3-4ea1-818c-1cb6996b686a,225889
33ea5881-dc20-46a1-b30d-b135e8f0c0ee,232230
2fadf493-9578-418f-b63a-06b69339c5d4,217079
07623bdf-7174-4d26-a7b4-a79c4cba8af6,221284
ed8371d8-f385-421e-ba3a-34c58768fc8e,229000
c2d9c5d0-899a-4f0d-b7a1-a60e02a8cabe,222581
07fc7fec-9207-4198-9def-8eec97f2109c,223368
e336b56c-3512-4e71-bea6-479a87839023,211475
828ba6c3-c908-420e-8fcd-b2aad5f5ffda,223998
b819e9c7-7420-4bc3-b955-c4f4260bec19,222699
6d4d23f5-140a-4dff-9b2e-e8e1f803a21a,233333
30667dfc-fcd6-4965-9bed-5555ff0bba63,212014
737e4b82-633e-4cf6-9a87-4fc4e648c395,211409
2999ef57-12ec-4089-9892-487ae8891937,226563
56d4b7bd-90b5-441e-8fdc-5155e79f939b,221286
ed0d62fc-1be3-4df2-8b11-6706f4eafa62,233516
bc022390-745e-4324-a11a-e21d0d33c771,213307
e061ad85-199f-4dee-b280-b2c5e99faecf,222449
64150a82-04ff-49e0-8866-85d58fe7ddcf,206250
d5d38ab3-345e-43df-a160-c036104282cc,206790
5abb15da-558b-4212-bc54-dd13110494db,206294
623e4c1f-c07c-45aa-978d-5cfd1e99a6e0,220339
1a9833bc-c53c-4079-847e-f90907d2dbbb,209013
0cd14ce0-870b-4889-b0c0-038392309ca9,226923
4c9fc196-e040-4291-9ffd-e495c81ab0d7,211823
9d06818b-1179-4331-8e11-a23751025426,215000
cda4e8ea-a391-4313-941b-d27b24be7b18,212828
c502d1d4-26ac-49d0-a826-c42ec2851ee3,207801
a07f0dac-2eb5-4281-805f-5b7516473061,215385
6acd5fcd-b3da-4d36-9875-8fb11492aede,228684
fce01557-1405-4304-acf7-22211aca2f6f,233227
526891f4-3106-40e2-9cff-7f1318774086,208984
8e3f1e68-e240-4fc5-89bb-5dc8af66c2ef,209581
a825f1d4-b5d4-4db1-b74e-d1f1dd904332,216648
bb121170-9d99-4698-9852-666b76e367eb,210811
61798c94-6ae7-4941-8bda-04ee0e8ac71d,226471
f56165e1-844f-449c-ae18-d1e12cb28ed2,214896
9ec9e098-9f11-48be-b10e-fb7f3af1a8a0,231125
95e4c035-211c-4515-a357-b4dd91328991,204615
bcf30dc1-fe81-46b4-a936-130cebe4e7d9,221053
f9cac756-a28e-4dca-9a38-bf5bf9696d10,204508
dc5e7410-31c0-4ad5-bc3d-7a0102643cd3,216718
7d7ce0ea-c956-42d6-963c-8921105b24a4,223479
e180c136-afb3-40c0-b965-0d2171a4e33f,233000
71bf4ef5-3534-4d33-951e-e9de53f20eae,225000
14009f3e-142e-4f04-bd2a-26eae37ff8b5,227554
aecc91ba-bab4-4508-a7ca-6dee1deb6231,234884
174f7eec-27f9-45fa-bd0b-4ff891c6fefa,209324
8996da05-d65d-499a-875f-0f4600bf758d,219298
af1fd892-b88b-41e4-b3dd-f7680ddf42de,217629
566f713a-a095-4d01-b276-bdbf2b95acaa,220441
e0235e62-7ed5-47e6-bd77-356a6d29dff0,225138
fe6bc0c1-a31b-400f-a512-fdab7d0728eb,223856
b70fbab7-799d-4b4c-9542-34b5ae31a889,204473
6c4e8a27-8add-4352-b1b0-d23f09bfbbfd,215385
39505529-264f-474f-807a-c975683feff5,208056
c7f1ea9a-df22-4ca0-b732-0e7c17c0904a,213450
15b86952-0057-4b80-9b72-25ef872d8538,223567
52bde959-f6d9-4c8e-96d7-393bfe295977,207500
b04d2051-22d6-4f71-b5c9-d8fc94921587,218394
ff1dd91c-95dc-4e8b-a9be-8e4c9a1cc54d,212766
8cd51f44-0446-41b9-aa6b-956712829bf8,218750
57738e51-1e01-482b-b8df-2d343289b000,214286
074615ad-d468-48a5-9142-3ee86757c75e,216667
77ded8cf-d2e2-4621-85e3-01cb5b676b3d,212329
caed990d-936d-43ef-9ecf-72189f3dfe73,209091
d4e9c5af-5eb8-4c70-bc79-d7d68fb552d9,207738
d4f17350-04cd-4def-bc7f-ccd5f224b07a,229755
d9d17d7f-68cf-4aad-9e7c-99e0fd0c22ce,211765
02ea6f80-4386-4424-bde9-530154b96543,205514
e297a047-b949-4bd5-aadd-06862b4bec35,222222
457521b2-7c86-48b3-a949-24f28dbdd7c7,222973
472c9b36-bf26-44fc-924e-02cc7106d1d6,213433
29ae2094-8d0c-4211-9669-d0165e09ce91,217220
53800e82-318f-4f0a-b838-889fb4dfd141,204403
900fdbf1-6915-43f9-841d-86771da50419,209375
5fc057c6-c493-4016-b0f0-ece2d114aff7,206037
3ce8910b-5c5d-4fce-9e66-a1bb5905176b,213650
5691e083-58ee-4c62-a4dc-2890f76d1f89,207865
32e90315-0cd5-4203-a857-a58ed20b499a,210000
9a2f8d23-30fd-41e1-828c-fd51c80807b0,228972
f6759030-9e5a-4ac3-a083-785a344a80d5,229508
d479c582-9e2f-44b6-baf9-7c6dee8dd329,205670
0e1ed3be-b2d1-4e02-b48d-3bfe9c95c83a,206522
563e7179-6a27-4bcf-a25a-b86affefe3b9,210227
d4cbf62e-ca65-486e-8444-3b8822b9aae0,205584
c3639e40-4f30-4c98-b31d-1f5cbc905310,230075
8c8543e6-9ddb-4645-bdd4-ef9215bbe245,235000
45535acb-026f-4de6-9179-548dbfbc8f02,223077
630860da-9597-4db4-99e5-a577554501b1,225774
64f9d7d4-cc4a-42ad-8814-50b25e5fcfe7,216164
0dbb1f72-bd5f-41db-aba7-30226eb33ac4,207681
56d130be-7b6d-4a42-a8fa-dc92014dbb7e,215190
e51196cc-f0ca-444a-ae9b-4568ed5a28c5,217949
827692c8-cce4-4976-94bf-6fffe34e1d9d,207143
bf4df50f-690f-44b3-993a-0517224770d7,225000
bec03a77-d14a-4b91-b6b2-c8185d72e240,221477
e75efec1-94ec-42e6-81e2-69524c2d038f,220000
a2e7be53-eb9d-4a07-9884-f73ce01c564a,219975
af8f6722-8482-4447-9b88-0d2e1d88e0d1,219672
6d16fa11-3afe-4e2c-b031-9ed97067bedc,220472
e7b274d9-c2a2-45c1-9651-ac406a22bcf9,219653
bc2c1cb2-b64c-4753-9cb6-ade9849bd763,214286
cf7401a0-a1e3-43eb-9e66-0270d3b51962,227222
d40c0e9d-561e-4255-965d-169262c9f4f8,215726
588d9fc4-d063-498f-a69b-67eab570c8e5,205466
bce1adae-d7de-42af-9159-19ed83f1697a,210127
0ec1f92f-99f7-4319-adb2-1eda88be001d,207692
5f35dfd3-99ab-471d-876d-caa1b46e2db3,214000
cbcd1490-05ae-4406-8760-08f659e2c511,227045
07034137-2e58-4066-b038-369230819eb0,209877
86a90b7c-fd5b-4218-abbe-0d4d4e6d2dc4,204663
78c66ba9-3348-4af8-8516-5a3b8da05cdb,216702
c427ddd6-af14-4efc-8ff4-a7c2608348bb,214067
5faf121f-6205-43f7-9b61-ebccda8c14c9,227778
9f0e8ae8-309a-4b35-ae8f-572f93ed8eae,217647
e7198f4c-1d8f-4df6-8837-dc27566aa66a,216625
ce9a1247-3eed-4768-829b-aa7217efe2cd,224537
3dff219e-11a6-4de4-8d2c-79e887beb1f9,214681
01cd996a-50f3-44c1-952c-ce74cbd186fc,215872
6db1d4fb-3d6c-44f3-9523-cfe8f96cd0ec,230769
d8f61559-e440-44f4-b244-5b7384622d5a,214967
bc24ecb2-1f8b-4deb-8715-e2dd8997c6aa,211995
9f4d37cd-0bf8-4095-8fbd-8892b299dac4,219680
35312070-2c80-48e2-9fe9-a77b1ae06cf5,225857
1aea8f24-cc66-48b6-8737-338388be3fbe,207143
ae881b16-4d1e-4e82-a4cc-7b6941c4f783,208081
977e4f0b-81d3-447b-96b3-d18bad602927,208048
9a456466-0ed4-42a8-9e8d-ebf59af3f04e,210586
d8989092-970a-4cb9-b7a6-9ed50ad2c7b7,219321
684bea3d-c652-4ac0-b5cf-ed8d4e4a880b,223684
16b362bf-7865-498c-a0b4-e27fd3a4a612,208824
79b04917-c62f-43a8-9bad-0bb86398febd,209355
c1b50261-b54d-4c42-8fdb-fac962d996af,210183
b7aac95b-32be-4f48-9372-e4a1eb0aa921,217949
63a94032-5d37-475d-92cf-2025dc5d68aa,213846
d0f3e442-5e47-4e2c-bdd2-84a8a77286d3,206458
4dbed046-c635-4a90-b082-115753224919,226284
9c486ffe-4070-4a3b-8c35-6e93ac2791f3,210884
8420addd-8b14-4130-94c1-775c3ca0801d,229032
a1bbb45b-ccf9-4461-8919-63ea73d43cfe,208333
8ce26a03-7bc6-48fd-a35f-25ccbb54cb7d,204403
c702da0d-5d2f-4381-84e2-0f82808b2341,224138
54543de2-02b5-4526-b5db-0bc9d969f3f1,216931
e0409c1c-e9aa-408a-9e6b-1a07f98c92db,207171
0c29af86-da43-409d-8334-7a07e91f1903,215946
7d80d912-fc41-47bd-b4b2-847abade5964,233333
99ed84ca-9038-4021-a569-02a8e3b8c173,233333
b3b6aacf-b71f-4ba5-8e1b-ddede8ae312d,218667
4406e7a9-450f-40c3-8bdb-ea4f60761709,213415
9950d456-2bad-4d47-b950-b295b5a86513,213198
32a0940e-7de0-4c6d-8a23-1b67947fe22e,224242
6ce19c52-9fc6-4276-acb7-f7a8f0fe6193,223373
6ad8fbd4-46a5-44a6-855d-7023bd738c65,216000
9663b692-abb5-417a-8e25-4c962f3f2c2f,221135
9bc2990e-e362-4c0f-bc8a-1eb52139f7d3,227979
56de5c75-7417-41b1-b409-3e1ba22a1f0f,205128
24c36248-3419-432f-b0dd-77395e5be2bd,229598
4b2c4797-fad5-46d4-965b-b5065553065f,205794
b99b3b9e-ce7a-4f48-a7d9-78e1f449799c,209756
96d5c3eb-00c2-42b1-8038-c645a11c0eb9,215686
bc609ae6-457e-44aa-8349-d5c08c9bdb64,218182
2865c7d6-027f-45e7-8239-7a1f38df6d83,230000
09d8cfdf-4ce9-4a0a-ab78-7e88ce181593,220379
b548983e-3c8b-4b21-b33d-1474bcbc690b,209459
66c97a42-4933-4e6d-a219-234155de5634,232416
1cd63970-6303-4dfe-bd59-b9f05d0f5cec,212871
6118abf1-4e86-4c1c-95c4-60ae3dc4e6a5,212821
89c60c6c-5854-40db-9818-20f81bf70230,209251
2f568c0f-3076-4f70-bf40-a0b521eef035,210714
efb1f107-41c3-41f1-b2a8-258ca5a6fb49,208817
3b347567-bf9c-4d20-9266-70f94f8d17f7,214634
47cc71a1-6417-49c2-8b12-b035aa821c74,219118
2cfc8d7d-4c31-4844-8514-dd0ee565cf94,231148
f55bb667-a746-436a-8aed-1cea0558525d,206122
59e55c92-7c85-4b4f-be31-d4021cebd76a,220833
2907af63-b9f6-44f1-b713-cd8c3719641d,209921
636688cc-3450-4a01-aa9f-2b2a257f01ea,231436
0fa2ea86-63e9-416d-ba65-baeded4b4fcd,209091
4a9341b7-e992-4710-96d2-797051bc98cb,215686
5349d66e-6f0d-4700-9463-3c67ebcba147,215442
b639d477-b9a4-4ee2-bfba-a9205000e34c,218182
30eb2a9b-efbd-459b-8f4b-e4de3054a979,205588
a71a83c8-d2ba-4531-a75b-e04abcc85e6b,233766
ac5b7998-5398-43f5-b0ae-6d8182832277,215385
a20852da-c7c0-44b3-a07f-383f7a433552,212121
690a2596-0396-4bc1-a0a3-374b94dbf1bd,205405
f63c4739-c8e2-438a-a396-f8d383f425d3,211962
bbd7ee63-6310-4950-a740-f6d713987153,232258
38c4b9bb-639d-4173-8b2e-99d564d0643d,210769
ca8aa5d8-fb23-4b8f-ba4e-61fcb6bf55e2,214988
af588740-463e-4656-ada9-e7245a2dc898,224756
b75b9b24-eb30-4573-9dc9-93e08c2d2847,211239
79bb684a-68ba-43b3-81bb-866a5a6daa88,210912
5936e3e8-870a-43ea-bd55-25f562eb5156,218472
abe9c8d4-92b6-42fa-9a89-ae1b2831802a,214807
6588e11e-2186-4366-bf2f-bbf4dfa12d62,214592
cba3d612-a5da-44bb-a7cd-9dcadac9a37d,232794
37d09e66-e030-4673-adb6-315126fe7a42,204688
7541491a-0e65-49f5-b50e-6e89e15062b3,204940
d7bb4bed-c87a-4a61-8c87-3d28c8b129a9,229506
41d00f39-89fb-4bd7-b4ab-b8bbe7619039,221445
0cff2cba-d1ce-4843-a2db-cb5526223d15,220968
b993caf4-2f8e-46d8-b8f4-77cc4306d310,207317
03a48343-2cea-484c-9bcf-aa18934e63ee,216535
0e884279-e2d8-4801-aa0a-a8b14e8f35de,221918
937920f2-c353-4fd4-99d6-3d40de77a685,223043
e7125ae5-8fc6-45b1-a8b1-35c0ade4fe1c,212766
9bcd7c0b-863c-4d4f-9052-99e7ea6b2e16,229373
e0a8629f-18b5-411c-9a82-2b139b07d6ec,207692
b84d5d15-b538-4408-8508-cac88ceb69b4,219920
27c71e15-82a4-45bb-a743-1e988485d438,220588
6c963037-4ff7-4421-ba1b-58e987c90578,210821
35a9be19-3852-4060-8d74-0c47daba751f,204678
fb735c8f-54a4-436f-88c3-ca0ac41757b9,207967
ee80d288-49ab-46d8-801e-83f65b4e5020,228142
70811c3c-2167-448b-a3b9-8d0f326c2578,226471
6aeaa485-d6e7-4133-991f-38d526634651,233673
0bf27bb5-66dd-4fdb-b607-28452dfd24c1,205814
a6679762-2d9a-4463-bfc6-4dcabd355e9a,233772
78b6c020-b2c4-4ab3-bb53-f5d5b5ae75d4,204748
68ad82f6-0032-4036-90ab-0ed82f2b397d,207500
f1ef0513-6c8d-4a38-9ac8-874c7a34b260,207576
daff124a-3d96-482b-9735-e414c1535a64,209571
8c838a2d-2d06-4994-9001-f9f0addb9965,228628
60944a30-3953-4edc-90b5-b15a173079c4,204416
60a759dc-e1fc-4ea9-a2ea-462e8e8f3566,222420
01af7faf-95e5-4f05-b0f8-517c8ec8baf4,209091
e9bc7f73-3491-48b9-988d-fa95b653aaca,230000
19d23ab4-084e-48f1-882a-1554c2346352,216958
c7157e3c-f59b-4d7f-bbf3-61e4bf4572ca,233000
99bca807-0a77-4932-93b7-6e75f226dc82,233271
b89f5125-7023-44ec-b284-c8a8e948d319,206542
ee873dd5-98e7-4284-9327-80bf0baf241f,233221
ddda82c1-7919-479f-b736-1cdb11e5292c,215736
2cb69580-aead-472f-9517-8c187cc3991f,222772
b63452ff-341a-46a9-81c6-d0bf6ffb4c26,217252
7ed9a8cf-21a5-4354-afe1-65ba00d203cf,213158
7fc07499-75a3-4a82-a6e5-f4fab5beb998,211111
0a820895-29d8-45c6-b2a1-7faa02b47fa2,206250
3c7c0376-559d-45d7-b6b8-8bccbd30675e,221622
35b13b07-65ea-4fa8-9e7c-f896d79feba8,225806
a9f0e877-e26c-4981-9a84-8627c334aa2f,231778
e0a7d635-af69-4081-b45a-0da3336caf29,217134
1e00a404-73c6-4b08-b11f-e7a7392494ba,208657
924b85b9-8399-441c-8434-234204d8a951,229042
3902b104-1b61-4f59-8053-c1a8887e7035,218593
8d8be172-e87b-45fd-9419-f238c3808c24,215743
109136ac-4d28-4932-8397-5343e3e6883f,215839
465eb0b9-a3f9-4c93-aef2-36320b24a242,217042
b758a156-00f7-4104-b8f0-0402e04877c1,230986
7fdc363e-e263-40e9-b31f-8d833d73861d,223077
204c9b89-5f23-4b68-bdf9-a86f928577bd,222349
9324a4ef-9ec8-4e86-8b94-d51aa091616c,207073
c894a567-9969-45ea-8173-ce7bee71e0cb,216837
e3f32bd9-05e8-4111-aae6-d4e4c39d7b3a,206667
124087f9-ec7d-4411-a0ce-1d2aff2686e9,227397
827076fa-5cd7-47b7-b826-91346876369f,206250
7912dd06-aa6f-4b68-9eb7-fb05f16be43b,217523
61540ad7-569a-4d96-80b5-6b2354029e12,225952
0a15913d-634f-4587-af68-ac0c96d4c77d,207547
f460401e-7708-4211-92fc-761910169f8e,230469
ba8b8296-1258-47a8-a689-3b58e6be2ede,210843
a7391fd4-3681-40c2-b0d2-aeae03a9b77d,230000
a03b1500-3180-4c85-82bb-471598cda076,224988
a024865a-23a9-4e31-9074-75007ead2f5e,229194
d5383973-9b86-4ca5-9b75-2269fb5c5e60,204420
104756ef-5504-4632-8f19-795138f3fed4,212121
16bd7a83-d70e-4619-935b-a7290966fe10,212418
fe4ea228-a2cd-40b7-a4e5-2b9473273f5e,213115
e17f0790-ce26-4d1c-a28b-e8cc331d7f45,208219
82340526-f521-4daa-a598-7e604ce3e2b8,232967
4ec9c497-cfa5-4027-b329-31e324699a31,207609
5401d78c-9655-4f6b-8035-34dc4eb45edc,204489
0a19372b-755b-49a6-a97d-e038f13a7c44,214912
9e9aa6fa-9d5b-4aff-9bc3-63ed67151bba,212500
d9c1539b-6ce3-483b-82f4-330d863738a0,218985
caae0121-a688-441b-a59a-910c14526c33,215000
d4542b50-a733-486d-aa19-2287e6b4657d,223383
8f1bcd1b-eec2-477f-8c62-1681fbd1cce6,219607
cd202a3d-188f-4fa9-952c-d4ab7ddab727,220430
ed31e263-2df0-40a2-9d68-01c6dafe964b,228070
03c0831e-d6cb-46b6-85ba-c62f8db36709,218028
e0d12d82-f16d-4d46-8eec-88e3faf783ea,216070
218703e4-6a44-4ca7-8d9e-2577ad05ec25,226843
2fafafd7-0bef-4b48-a0be-71df2d51242a,227273
2688a76d-8bb7-4e47-ad24-37c0ab8c817f,213166
1c2a1a47-5a9b-4cb8-a3a0-29bdde38eab2,217033
d7921c51-34d2-4408-9727-6aca219592ed,228571
e40630b9-5d64-4d9c-b2be-4ffcd024e896,205882
c7958d84-cce3-4507-a532-fc1b83d4c3a3,224490
d15f539d-9752-4882-85b3-3b40390ecc62,234783
c73bf741-66db-451d-baf3-fcae794bd7e5,211009
e8be24b7-8cdc-4631-a8ea-61a41bbe7469,205333
36474574-7484-44e1-b1d4-197d0d22be1a,225301
12db5ff8-7fa5-4d9e-a149-7d4ded873be6,226667
3dd6bf35-d679-4b29-bd79-3b22389f4c20,211765
cb26bff5-ee2d-4db6-a65b-0a63e699bb6e,204846
c29f8c5e-3ab5-4ed3-a10f-61791f5e88a0,205556
3562f722-08bb-426b-bc2b-dde9d542589d,210526
1e5b13ca-c66a-412e-a1e6-57f3b74683fb,218321
55bfb5bb-d7a2-44d6-9392-76a216b61154,224949
139ff8bf-6ea0-49f0-9e83-e00adf91589a,225484
67aa9014-ffec-446c-8584-5fd133aa3dd1,222557
c9bb3e49-3de9-4a2b-a9b7-fe9b54219ca9,209355
9f3c6d29-cb67-476b-ba9b-d8b8998bc7a0,208191
7b0587e9-81ca-47ab-ad3a-5cff8c32fdd6,211325
5d4a1b9b-75fe-4972-aa3e-372f113f24e2,226209
3dd1d86f-1aef-47c1-a427-9927631f7778,226158
f9528630-e284-45d8-b06e-175c1f67a4f0,206250
9bbf322f-3834-4cc7-b73b-d8cfb67bf7c6,206250
80cbc7ab-c094-4c05-87af-439095e39203,212295
10c1b0ca-a149-4dbb-86ab-287b659f4198,218085
496fbb01-b2e4-4d1c-9fb9-95ec5a89be13,217037
569b3294-a41b-47fd-b7fe-135f7748ec6c,210748
b694ac9b-9d61-4d23-9df8-b1c0e1f6dc55,227139
11d5b506-9556-4259-8aff-68281ab5bbd4,234696
dc889a5c-39db-437b-90a0-ab0ccfe8e53f,207171
8dfdbea0-c94c-4604-9f43-09ee6ca3ce98,215909
b68a401c-49bc-4245-a312-4a607522c873,223407
767add5e-29c1-4a45-ade7-a493e1bf4110,230971
